logtime	mic	cpu_user	cpuT	memT	totW
1458102529	mic4	0.00	55.00	40.00	106.00
1458102530	mic5	0.00	61.00	45.00	101.00
1458102560	mic0	0.00	46.00	34.00	103.00
1458102561	mic1	0.00	60.00	46.00	110.00
1458102562	mic2	0.00	65.00	50.00	125.00
1458102563	mic3	0.00	51.00	37.00	107.00
1458102564	mic4	0.00	56.00	40.00	106.00
1458102565	mic5	0.00	61.00	45.00	106.00
1458102596	mic0	0.00	46.00	34.00	103.00
1458102597	mic1	0.00	59.00	46.00	110.00
1458102598	mic2	0.00	65.00	50.00	125.00
1458102599	mic3	0.00	51.00	37.00	108.00
1458102600	mic4	0.00	56.00	40.00	105.00
1458102601	mic5	0.00	61.00	45.00	106.00
1458102632	mic0	0.00	46.00	34.00	103.00
1458102633	mic1	0.00	60.00	46.00	107.00
1458102634	mic2	0.00	65.00	50.00	124.00
1458102635	mic3	0.00	51.00	37.00	108.00
1458102636	mic4	0.00	55.00	40.00	105.00
1458102636	mic5	0.00	61.00	45.00	107.00
1458102667	mic0	0.00	45.00	34.00	103.00
1458102668	mic1	0.00	59.00	46.00	108.00
1458102669	mic2	0.00	64.00	50.00	125.00
1458102670	mic3	0.00	51.00	37.00	109.00
1458102671	mic4	0.00	55.00	40.00	106.00
1458102672	mic5	0.00	62.00	45.00	106.00
1458102703	mic0	0.00	46.00	34.00	103.00
1458102704	mic1	0.00	60.00	46.00	109.00
1458102705	mic2	0.00	65.00	50.00	125.00
1458102706	mic3	0.00	51.00	37.00	107.00
1458102707	mic4	0.00	57.00	40.00	107.00
1458102708	mic5	0.00	60.00	45.00	105.00
1458102739	mic0	0.00	46.00	34.00	98.00
1458102740	mic1	0.00	61.00	46.00	109.00
1458102741	mic2	0.00	65.00	50.00	124.00
1458102742	mic3	0.00	50.00	37.00	108.00
1458102743	mic4	0.00	54.00	40.00	105.00
1458102744	mic5	0.00	61.00	45.00	106.00
1458102774	mic0	0.00	44.00	34.00	104.00
1458102775	mic1	0.00	60.00	46.00	109.00
1458102776	mic2	0.00	65.00	50.00	126.00
1458102777	mic3	0.00	50.00	37.00	107.00
1458102778	mic4	0.00	55.00	40.00	106.00
1458102779	mic5	0.00	60.00	45.00	106.00
1458102810	mic0	0.00	45.00	34.00	102.00
1458102811	mic1	0.00	60.00	46.00	110.00
1458102812	mic2	0.00	64.00	50.00	125.00
1458102813	mic3	0.00	51.00	37.00	107.00
1458102814	mic4	0.00	54.00	40.00	105.00
1458102815	mic5	0.00	60.00	45.00	107.00
1458102846	mic0	0.00	46.00	34.00	103.00
1458102847	mic1	0.00	60.00	46.00	109.00
1458102848	mic2	0.00	64.00	50.00	124.00
1458102849	mic3	0.00	50.00	37.00	107.00
1458102850	mic4	0.00	55.00	40.00	107.00
1458102851	mic5	0.00	61.00	45.00	101.00
1458102882	mic0	0.00	45.00	34.00	102.00
1458102883	mic1	0.00	60.00	46.00	110.00
1458102884	mic2	0.00	64.00	50.00	124.00
1458102885	mic3	0.00	51.00	37.00	108.00
1458102885	mic4	0.00	54.00	40.00	105.00
1458102886	mic5	0.00	61.00	45.00	106.00
1458102917	mic0	0.00	46.00	34.00	104.00
1458102918	mic1	0.00	60.00	46.00	110.00
1458102919	mic2	0.00	64.00	50.00	124.00
1458102920	mic3	0.00	50.00	37.00	107.00
1458102921	mic4	0.00	54.00	40.00	104.00
1458102922	mic5	0.00	61.00	45.00	106.00
1458102953	mic0	0.00	46.00	34.00	102.00
1458102954	mic1	0.00	60.00	46.00	109.00
1458102955	mic2	0.00	64.00	50.00	125.00
1458102956	mic3	0.00	50.00	37.00	108.00
1458102957	mic4	0.00	56.00	40.00	107.00
1458102958	mic5	0.00	62.00	45.00	108.00
1458102989	mic0	0.00	46.00	34.00	103.00
1458102990	mic1	0.00	60.00	46.00	109.00
1458102991	mic2	0.00	64.00	50.00	124.00
1458102992	mic3	0.00	51.00	37.00	107.00
1458102992	mic4	0.00	55.00	40.00	106.00
1458102993	mic5	0.00	61.00	46.00	107.00
1458103024	mic0	0.00	45.00	34.00	103.00
1458103025	mic1	0.00	61.00	46.00	110.00
1458103026	mic2	0.00	64.00	50.00	125.00
1458103027	mic3	0.00	51.00	37.00	108.00
1458103028	mic4	0.00	56.00	40.00	106.00
1458103029	mic5	0.00	62.00	46.00	106.00
1458103060	mic0	0.00	46.00	34.00	97.00
1458103061	mic1	0.00	61.00	46.00	109.00
1458103062	mic2	0.00	64.00	50.00	126.00
1458103063	mic3	0.00	51.00	37.00	107.00
1458103064	mic4	0.00	57.00	40.00	106.00
1458103065	mic5	0.00	62.00	46.00	106.00
1458103096	mic0	0.00	45.00	34.00	103.00
1458103097	mic1	0.00	60.00	46.00	109.00
1458103098	mic2	0.00	65.00	50.00	125.00
1458103099	mic3	0.00	51.00	37.00	107.00
1458103100	mic4	0.00	55.00	40.00	106.00
1458103101	mic5	0.00	62.00	46.00	106.00
1458103132	mic0	0.00	45.00	34.00	104.00
1458103132	mic1	0.00	60.00	46.00	109.00
1458103133	mic2	0.00	65.00	50.00	124.00
1458103134	mic3	0.00	51.00	37.00	103.00
1458103135	mic4	0.00	56.00	40.00	107.00
1458103136	mic5	0.00	63.00	46.00	106.00
1458103167	mic0	0.00	45.00	34.00	102.00
1458103168	mic1	0.00	61.00	46.00	110.00
1458103169	mic2	0.00	64.00	50.00	124.00
1458103170	mic3	0.00	50.00	36.00	107.00
1458103171	mic4	0.00	58.00	40.00	105.00
1458103172	mic5	0.00	63.00	46.00	101.00
1458103203	mic0	0.00	46.00	34.00	102.00
1458103204	mic1	0.00	60.00	46.00	109.00
1458103205	mic2	0.00	64.00	50.00	125.00
1458103206	mic3	0.00	52.00	36.00	108.00
1458103207	mic4	0.00	56.00	40.00	105.00
1458103208	mic5	0.00	63.00	46.00	106.00
1458103239	mic0	0.00	45.00	34.00	104.00
1458103240	mic1	0.00	59.00	46.00	108.00
1458103240	mic2	0.00	64.00	50.00	124.00
1458103241	mic3	0.00	52.00	37.00	107.00
1458103242	mic4	0.00	56.00	40.00	106.00
1458103243	mic5	0.00	62.00	46.00	106.00
1458103274	mic0	0.00	45.00	34.00	103.00
1458103275	mic1	0.00	60.00	46.00	109.00
1458103276	mic2	0.00	65.00	50.00	124.00
1458103277	mic3	0.00	51.00	37.00	108.00
1458103278	mic4	0.00	55.00	40.00	106.00
1458103279	mic5	0.00	63.00	46.00	107.00
1458103310	mic0	0.00	46.00	34.00	104.00
1458103311	mic1	0.00	60.00	46.00	109.00
1458103312	mic2	0.00	64.00	50.00	126.00
1458103313	mic3	0.00	51.00	36.00	107.00
1458103314	mic4	0.00	56.00	40.00	105.00
1458103315	mic5	0.00	63.00	46.00	107.00
1458103346	mic0	0.00	46.00	34.00	105.00
1458103347	mic1	0.00	60.00	46.00	111.00
1458103348	mic2	0.00	64.00	50.00	124.00
1458103349	mic3	0.00	51.00	37.00	107.00
1458103350	mic4	0.00	57.00	40.00	105.00
1458103350	mic5	0.00	62.00	46.00	106.00
1458103381	mic0	0.00	45.00	34.00	97.00
1458103382	mic1	0.00	61.00	46.00	109.00
1458103383	mic2	0.00	65.00	50.00	124.00
1458103384	mic3	0.00	51.00	37.00	107.00
1458103385	mic4	0.00	58.00	40.00	106.00
1458103386	mic5	0.00	63.00	46.00	106.00
1458103417	mic0	0.00	45.00	34.00	102.00
1458103418	mic1	0.00	60.00	46.00	108.00
1458103419	mic2	0.00	64.00	50.00	124.00
1458103420	mic3	0.00	50.00	37.00	108.00
1458103421	mic4	0.00	58.00	40.00	107.00
1458103422	mic5	0.00	62.00	46.00	107.00
1458103453	mic0	0.00	45.00	34.00	103.00
1458103454	mic1	0.00	59.00	46.00	108.00
1458103455	mic2	0.00	64.00	50.00	124.00
1458103456	mic3	0.00	51.00	37.00	103.00
1458103457	mic4	0.00	57.00	40.00	106.00
1458103458	mic5	0.00	63.00	46.00	107.00
1458103488	mic0	0.00	44.00	34.00	102.00
1458103489	mic1	0.00	60.00	46.00	109.00
1458103490	mic2	0.00	64.00	50.00	125.00
1458103491	mic3	0.00	50.00	36.00	107.00
1458103492	mic4	0.00	58.00	40.00	106.00
1458103493	mic5	0.00	63.00	46.00	106.00
1458103524	mic0	0.00	44.00	34.00	104.00
1458103525	mic1	0.00	59.00	46.00	109.00
1458103526	mic2	0.00	64.00	50.00	124.00
1458103527	mic3	0.00	51.00	37.00	107.00
1458103528	mic4	0.00	57.00	40.00	106.00
1458103529	mic5	0.00	62.00	46.00	105.00
1458103560	mic0	0.00	45.00	34.00	104.00
1458103561	mic1	0.00	59.00	46.00	109.00
1458103562	mic2	0.00	64.00	50.00	124.00
1458103563	mic3	0.00	51.00	37.00	107.00
1458103564	mic4	0.00	57.00	40.00	105.00
1458103565	mic5	0.00	63.00	46.00	108.00
1458103596	mic0	0.00	45.00	34.00	103.00
1458103596	mic1	0.00	60.00	46.00	108.00
1458103597	mic2	0.00	64.00	50.00	123.00
1458103598	mic3	0.00	51.00	37.00	108.00
1458103599	mic4	0.00	58.00	41.00	106.00
1458103600	mic5	0.00	64.00	46.00	106.00
1458103631	mic0	0.00	46.00	34.00	103.00
1458103632	mic1	0.00	60.00	46.00	108.00
1458103633	mic2	0.00	65.00	50.00	123.00
1458103634	mic3	0.00	51.00	37.00	107.00
1458103635	mic4	0.00	57.00	40.00	107.00
1458103636	mic5	0.00	64.00	46.00	105.00
1458103667	mic0	0.00	46.00	34.00	102.00
1458103668	mic1	0.00	59.00	46.00	110.00
1458103669	mic2	0.00	65.00	50.00	125.00
1458103670	mic3	0.00	50.00	37.00	108.00
1458103671	mic4	0.00	58.00	40.00	105.00
1458103672	mic5	0.00	62.00	46.00	106.00
1458103703	mic0	0.00	46.00	34.00	97.00
1458103704	mic1	0.00	61.00	46.00	109.00
1458103705	mic2	0.00	65.00	50.00	125.00
1458103705	mic3	0.00	51.00	37.00	108.00
1458103706	mic4	0.00	56.00	40.00	106.00
1458103707	mic5	0.00	63.00	46.00	108.00
1458103738	mic0	0.00	45.00	34.00	103.00
1458103739	mic1	0.00	59.00	46.00	108.00
1458103740	mic2	0.00	64.00	50.00	125.00
1458103741	mic3	0.00	51.00	37.00	107.00
1458103742	mic4	0.00	58.00	40.00	106.00
1458103743	mic5	0.00	63.00	46.00	106.00
1458103774	mic0	0.00	45.00	34.00	102.00
1458103775	mic1	0.00	60.00	46.00	109.00
1458103776	mic2	0.00	64.00	50.00	125.00
1458103777	mic3	0.00	52.00	37.00	102.00
1458103778	mic4	0.00	56.00	40.00	105.00
1458103779	mic5	0.00	62.00	46.00	106.00
1458103810	mic0	0.00	44.00	34.00	101.00
1458103811	mic1	0.00	60.00	46.00	109.00
1458103812	mic2	0.00	64.00	50.00	125.00
1458103813	mic3	0.00	50.00	37.00	107.00
1458103814	mic4	0.00	56.00	40.00	104.00
1458103814	mic5	0.00	62.00	46.00	106.00
1458103845	mic0	0.00	46.00	34.00	103.00
1458103846	mic1	0.00	60.00	46.00	110.00
1458103847	mic2	0.00	64.00	50.00	125.00
1458103848	mic3	0.00	51.00	37.00	107.00
1458103849	mic4	0.00	56.00	40.00	105.00
1458103850	mic5	0.00	62.00	46.00	106.00
1458103881	mic0	0.00	45.00	34.00	102.00
1458103882	mic1	0.00	59.00	46.00	108.00
1458103883	mic2	0.00	64.00	50.00	124.00
1458103884	mic3	0.00	52.00	37.00	108.00
1458103885	mic4	0.00	57.00	40.00	106.00
1458103886	mic5	0.00	62.00	46.00	106.00
1458103917	mic0	0.00	45.00	34.00	101.00
1458103918	mic1	0.00	60.00	46.00	108.00
1458103919	mic2	0.00	64.00	50.00	125.00
1458103920	mic3	0.00	51.00	37.00	108.00
1458103921	mic4	0.00	58.00	40.00	105.00
1458103921	mic5	0.00	62.00	46.00	106.00
1458103952	mic0	0.00	45.00	34.00	102.00
1458103953	mic1	0.00	59.00	46.00	110.00
1458103954	mic2	0.00	65.00	50.00	124.00
1458103955	mic3	0.00	51.00	36.00	107.00
1458103956	mic4	0.00	55.00	40.00	105.00
1458103957	mic5	0.00	62.00	46.00	106.00
1458103988	mic0	0.00	44.00	34.00	103.00
1458103989	mic1	0.00	60.00	46.00	109.00
1458103990	mic2	0.00	64.00	50.00	125.00
1458103991	mic3	0.00	51.00	36.00	107.00
1458103992	mic4	0.00	56.00	40.00	105.00
1458103993	mic5	0.00	63.00	46.00	105.00
1458104024	mic0	0.00	45.00	34.00	104.00
1458104025	mic1	0.00	59.00	46.00	104.00
1458104026	mic2	0.00	65.00	50.00	123.00
1458104027	mic3	0.00	50.00	36.00	107.00
1458104028	mic4	0.00	56.00	40.00	106.00
1458104029	mic5	0.00	62.00	46.00	106.00
1458104060	mic0	0.00	44.00	34.00	104.00
1458104060	mic1	0.00	59.00	46.00	109.00
1458104061	mic2	0.00	65.00	50.00	124.00
1458104062	mic3	0.00	50.00	37.00	107.00
1458104063	mic4	0.00	57.00	40.00	106.00
1458104064	mic5	0.00	63.00	46.00	106.00
1458104095	mic0	0.00	44.00	34.00	102.00
1458104096	mic1	0.00	59.00	46.00	111.00
1458104097	mic2	0.00	65.00	50.00	124.00
1458104098	mic3	0.00	50.00	36.00	107.00
1458104099	mic4	0.00	57.00	40.00	106.00
1458104100	mic5	0.00	62.00	46.00	108.00
1458104131	mic0	0.00	45.00	34.00	103.00
1458104132	mic1	0.00	59.00	46.00	109.00
1458104133	mic2	0.00	65.00	50.00	125.00
1458104134	mic3	0.00	51.00	36.00	107.00
1458104135	mic4	0.00	58.00	40.00	106.00
1458104136	mic5	0.00	62.00	46.00	107.00
1458104166	mic0	0.00	45.00	34.00	104.00
1458104167	mic1	0.00	60.00	46.00	110.00
1458104168	mic2	0.00	65.00	50.00	124.00
1458104169	mic3	0.00	52.00	36.00	108.00
1458104170	mic4	0.00	56.00	40.00	105.00
1458104171	mic5	0.00	63.00	46.00	108.00
1458104202	mic0	0.00	45.00	34.00	102.00
1458104203	mic1	0.00	59.00	46.00	109.00
1458104204	mic2	0.00	65.00	50.00	125.00
1458104205	mic3	0.00	50.00	36.00	107.00
1458104206	mic4	0.00	56.00	40.00	105.00
1458104207	mic5	0.00	63.00	46.00	105.00
1458104238	mic0	0.00	45.00	34.00	102.00
1458104239	mic1	0.00	59.00	46.00	108.00
1458104240	mic2	0.00	64.00	50.00	124.00
1458104241	mic3	0.00	51.00	37.00	107.00
1458104242	mic4	0.00	56.00	40.00	105.00
1458104243	mic5	0.00	63.00	46.00	107.00
1458104274	mic0	0.00	45.00	34.00	101.00
1458104275	mic1	0.00	61.00	46.00	110.00
1458104276	mic2	0.00	64.00	50.00	124.00
1458104277	mic3	0.00	51.00	36.00	108.00
1458104277	mic4	0.00	55.00	40.00	105.00
1458104278	mic5	0.00	62.00	46.00	106.00
1458104309	mic0	0.00	44.00	34.00	103.00
1458104310	mic1	0.00	59.00	46.00	111.00
1458104311	mic2	0.00	64.00	50.00	124.00
1458104312	mic3	0.00	51.00	36.00	108.00
1458104313	mic4	0.00	55.00	40.00	106.00
1458104314	mic5	0.00	61.00	46.00	108.00
1458104345	mic0	0.00	46.00	34.00	102.00
1458104346	mic1	0.00	60.00	46.00	105.00
1458104347	mic2	0.00	65.00	50.00	125.00
1458104348	mic3	0.00	51.00	36.00	107.00
1458104349	mic4	0.00	57.00	40.00	105.00
1458104350	mic5	0.00	62.00	46.00	107.00
1458104381	mic0	0.00	45.00	34.00	104.00
1458104382	mic1	0.00	59.00	46.00	110.00
1458104383	mic2	0.00	65.00	50.00	123.00
1458104384	mic3	0.00	52.00	37.00	108.00
1458104385	mic4	0.00	56.00	40.00	106.00
1458104385	mic5	0.00	62.00	46.00	106.00
1458104416	mic0	0.00	45.00	34.00	104.00
1458104417	mic1	0.00	59.00	46.00	110.00
1458104418	mic2	0.00	65.00	50.00	124.00
1458104419	mic3	0.00	52.00	37.00	107.00
1458104420	mic4	0.00	58.00	40.00	106.00
1458104421	mic5	0.00	62.00	46.00	107.00
1458104452	mic0	0.00	45.00	34.00	103.00
1458104453	mic1	0.00	59.00	46.00	110.00
1458104454	mic2	0.00	64.00	50.00	125.00
1458104455	mic3	0.00	52.00	37.00	107.00
1458104456	mic4	0.00	57.00	40.00	106.00
1458104457	mic5	0.00	62.00	46.00	107.00
1458104488	mic0	0.00	45.00	34.00	103.00
1458104489	mic1	0.00	60.00	46.00	110.00
1458104490	mic2	0.00	64.00	50.00	124.00
1458104491	mic3	0.00	50.00	37.00	107.00
1458104492	mic4	0.00	57.00	40.00	105.00
1458104493	mic5	0.00	61.00	46.00	106.00
1458104523	mic0	0.00	45.00	34.00	103.00
1458104524	mic1	0.00	59.00	46.00	109.00
1458104525	mic2	0.00	65.00	50.00	124.00
1458104526	mic3	0.00	51.00	37.00	107.00
1458104527	mic4	0.00	57.00	40.00	106.00
1458104528	mic5	0.00	64.00	46.00	107.00
1458104559	mic0	0.00	45.00	34.00	102.00
1458104560	mic1	0.00	60.00	46.00	110.00
1458104561	mic2	0.00	64.00	50.00	124.00
1458104562	mic3	0.00	51.00	37.00	108.00
1458104563	mic4	0.00	58.00	40.00	106.00
1458104564	mic5	0.00	62.00	46.00	107.00
1458104595	mic0	0.00	46.00	34.00	102.00
1458104596	mic1	0.00	59.00	46.00	109.00
1458104597	mic2	0.00	64.00	50.00	126.00
1458104598	mic3	0.00	50.00	36.00	107.00
1458104599	mic4	0.00	58.00	40.00	106.00
1458104600	mic5	0.00	63.00	46.00	106.00
1458104631	mic0	0.00	44.00	34.00	103.00
1458104632	mic1	0.00	60.00	46.00	111.00
1458104633	mic2	0.00	64.00	50.00	126.00
1458104633	mic3	0.00	51.00	36.00	107.00
1458104634	mic4	0.00	57.00	40.00	105.00
1458104635	mic5	0.00	62.00	46.00	107.00
1458104666	mic0	0.00	45.00	34.00	103.00
1458104667	mic1	0.00	60.00	46.00	109.00
1458104668	mic2	0.00	65.00	50.00	124.00
1458104669	mic3	0.00	51.00	36.00	107.00
1458104670	mic4	0.00	59.00	40.00	106.00
1458104671	mic5	0.00	62.00	46.00	106.00
1458104702	mic0	0.00	46.00	34.00	104.00
1458104703	mic1	0.00	59.00	46.00	108.00
1458104704	mic2	0.00	64.00	50.00	124.00
1458104705	mic3	0.00	50.00	37.00	108.00
1458104706	mic4	0.00	58.00	40.00	105.00
1458104707	mic5	0.00	61.00	46.00	106.00
1458104738	mic0	0.00	47.00	34.00	104.00
1458104739	mic1	0.00	61.00	46.00	110.00
1458104740	mic2	0.00	65.00	50.00	124.00
1458104740	mic3	0.00	51.00	37.00	107.00
1458104741	mic4	0.00	55.00	40.00	106.00
1458104742	mic5	0.00	63.00	46.00	107.00
1458104773	mic0	0.00	46.00	34.00	103.00
1458104774	mic1	0.00	60.00	46.00	110.00
1458104775	mic2	0.00	64.00	50.00	124.00
1458104776	mic3	0.00	50.00	37.00	108.00
1458104777	mic4	0.00	55.00	40.00	105.00
1458104778	mic5	0.00	63.00	46.00	107.00
1458104809	mic0	0.00	45.00	34.00	102.00
1458104810	mic1	0.00	60.00	46.00	110.00
1458104811	mic2	0.00	65.00	50.00	124.00
1458104812	mic3	0.00	50.00	37.00	108.00
1458104813	mic4	0.00	55.00	40.00	106.00
1458104814	mic5	0.00	63.00	46.00	106.00
1458104845	mic0	0.00	45.00	34.00	102.00
1458104846	mic1	0.00	60.00	46.00	108.00
1458104847	mic2	0.00	64.00	50.00	125.00
1458104848	mic3	0.00	51.00	37.00	107.00
1458104849	mic4	0.00	55.00	40.00	105.00
1458104850	mic5	0.00	62.00	46.00	106.00
1458104881	mic0	0.00	44.00	34.00	102.00
1458104882	mic1	0.00	61.00	46.00	110.00
1458104882	mic2	0.00	64.00	50.00	124.00
1458104883	mic3	0.00	51.00	37.00	108.00
1458104884	mic4	0.00	56.00	40.00	107.00
1458104885	mic5	0.00	62.00	46.00	106.00
1458104916	mic0	0.00	44.00	34.00	102.00
1458104917	mic1	0.00	60.00	46.00	110.00
1458104918	mic2	0.00	64.00	50.00	126.00
1458104919	mic3	0.00	51.00	36.00	107.00
1458104920	mic4	0.00	56.00	40.00	105.00
1458104921	mic5	0.00	62.00	46.00	106.00
1458104952	mic0	0.00	46.00	34.00	102.00
1458104953	mic1	0.00	59.00	46.00	111.00
1458104954	mic2	0.00	65.00	50.00	124.00
1458104955	mic3	0.00	51.00	36.00	108.00
1458104956	mic4	0.00	55.00	40.00	106.00
1458104957	mic5	0.00	62.00	46.00	107.00
1458104988	mic0	0.00	44.00	34.00	102.00
1458104989	mic1	0.00	59.00	46.00	109.00
1458104990	mic2	0.00	64.00	50.00	124.00
1458104991	mic3	0.00	50.00	36.00	107.00
1458104991	mic4	0.00	56.00	40.00	105.00
1458104992	mic5	0.00	61.00	46.00	106.00
1458105023	mic0	0.00	45.00	34.00	102.00
1458105024	mic1	0.00	60.00	46.00	109.00
1458105025	mic2	0.00	64.00	50.00	125.00
1458105026	mic3	0.00	50.00	36.00	108.00
1458105027	mic4	0.00	57.00	40.00	106.00
1458105028	mic5	0.00	62.00	46.00	106.00
1458105059	mic0	0.00	45.00	34.00	102.00
1458105060	mic1	0.00	60.00	46.00	110.00
1458105061	mic2	0.00	65.00	50.00	124.00
1458105062	mic3	0.00	50.00	36.00	107.00
1458105063	mic4	0.00	55.00	40.00	105.00
1458105064	mic5	0.00	62.00	46.00	106.00
1458105095	mic0	0.00	46.00	34.00	102.00
1458105096	mic1	0.00	60.00	46.00	111.00
1458105097	mic2	0.00	64.00	50.00	126.00
1458105098	mic3	0.00	51.00	36.00	107.00
1458105098	mic4	0.00	55.00	40.00	106.00
1458105099	mic5	0.00	62.00	46.00	105.00
1458105130	mic0	0.00	45.00	34.00	101.00
1458105131	mic1	0.00	61.00	46.00	109.00
1458105132	mic2	0.00	64.00	50.00	124.00
1458105133	mic3	0.00	51.00	36.00	107.00
1458105134	mic4	0.00	55.00	40.00	106.00
1458105135	mic5	0.00	61.00	46.00	105.00
1458105166	mic0	0.00	44.00	33.00	104.00
1458105167	mic1	0.00	59.00	45.00	109.00
1458105168	mic2	0.00	65.00	50.00	121.00
1458105169	mic3	0.00	50.00	36.00	108.00
1458105170	mic4	0.00	54.00	40.00	105.00
1458105171	mic5	0.00	63.00	46.00	106.00
1458105202	mic0	0.00	45.00	34.00	102.00
1458105203	mic1	0.00	60.00	45.00	109.00
1458105204	mic2	0.00	64.00	50.00	125.00
1458105205	mic3	0.00	50.00	36.00	108.00
1458105206	mic4	0.00	56.00	40.00	106.00
1458105207	mic5	0.00	63.00	46.00	107.00
1458105238	mic0	0.00	44.00	34.00	103.00
1458105239	mic1	0.00	61.00	46.00	111.00
1458105240	mic2	0.00	64.00	50.00	124.00
1458105241	mic3	0.00	50.00	36.00	107.00
1458105241	mic4	0.00	55.00	40.00	105.00
1458105242	mic5	0.00	62.00	46.00	108.00
1458105273	mic0	0.00	45.00	34.00	102.00
1458105274	mic1	0.00	61.00	46.00	111.00
1458105275	mic2	0.00	64.00	50.00	124.00
1458105276	mic3	0.00	50.00	36.00	108.00
1458105277	mic4	0.00	54.00	40.00	105.00
1458105278	mic5	0.00	62.00	45.00	106.00
1458105309	mic0	0.00	45.00	33.00	103.00
1458105310	mic1	0.00	60.00	45.00	109.00
1458105311	mic2	0.00	65.00	50.00	124.00
1458105312	mic3	0.00	50.00	36.00	108.00
1458105313	mic4	0.00	55.00	40.00	106.00
1458105314	mic5	0.00	62.00	45.00	105.00
1458105345	mic0	0.00	44.00	34.00	102.00
1458105346	mic1	0.00	60.00	45.00	110.00
1458105347	mic2	0.00	63.00	50.00	124.00
1458105347	mic3	0.00	51.00	36.00	107.00
1458105348	mic4	0.00	57.00	40.00	106.00
1458105349	mic5	0.00	62.00	46.00	106.00
1458105380	mic0	0.00	45.00	34.00	103.00
1458105381	mic1	0.00	60.00	46.00	109.00
1458105382	mic2	0.00	64.00	50.00	124.00
1458105383	mic3	0.00	50.00	36.00	107.00
1458105384	mic4	0.00	56.00	40.00	106.00
1458105385	mic5	0.00	62.00	46.00	106.00
1458105416	mic0	0.00	45.00	34.00	102.00
1458105417	mic1	0.00	59.00	46.00	109.00
1458105418	mic2	0.00	62.00	50.00	124.00
1458105419	mic3	0.00	51.00	36.00	107.00
1458105420	mic4	0.00	58.00	40.00	105.00
1458105421	mic5	0.00	63.00	46.00	106.00
1458105452	mic0	0.00	45.00	34.00	102.00
1458105453	mic1	0.00	60.00	45.00	109.00
1458105454	mic2	0.00	65.00	50.00	124.00
1458105455	mic3	0.00	51.00	36.00	107.00
1458105455	mic4	0.00	56.00	40.00	107.00
1458105456	mic5	0.00	63.00	46.00	106.00
1458105487	mic0	0.00	45.00	34.00	102.00
1458105488	mic1	0.00	59.00	45.00	109.00
1458105489	mic2	0.00	65.00	50.00	120.00
1458105490	mic3	0.00	51.00	36.00	108.00
1458105491	mic4	0.00	57.00	40.00	106.00
1458105492	mic5	0.00	63.00	46.00	106.00
1458105523	mic0	0.00	45.00	34.00	102.00
1458105524	mic1	0.00	59.00	46.00	110.00
1458105525	mic2	0.00	63.00	50.00	125.00
1458105526	mic3	0.00	51.00	36.00	107.00
1458105527	mic4	0.00	57.00	40.00	105.00
1458105528	mic5	0.00	62.00	46.00	106.00
1458105559	mic0	0.00	45.00	34.00	103.00
1458105560	mic1	0.00	61.00	46.00	111.00
1458105561	mic2	0.00	64.00	50.00	124.00
1458105562	mic3	0.00	50.00	36.00	107.00
1458105563	mic4	0.00	56.00	40.00	106.00
1458105564	mic5	0.00	62.00	46.00	107.00
1458105595	mic0	0.00	45.00	34.00	102.00
1458105596	mic1	0.00	60.00	46.00	105.00
1458105596	mic2	0.00	64.00	50.00	124.00
1458105597	mic3	0.00	50.00	36.00	108.00
1458105598	mic4	0.00	56.00	40.00	106.00
1458105599	mic5	0.00	63.00	46.00	106.00
1458105630	mic0	0.00	46.00	34.00	104.00
1458105631	mic1	0.00	60.00	46.00	109.00
1458105632	mic2	0.00	64.00	50.00	125.00
1458105633	mic3	0.00	50.00	36.00	107.00
1458105634	mic4	0.00	58.00	40.00	106.00
1458105635	mic5	0.00	62.00	46.00	106.00
1458105666	mic0	0.00	44.00	34.00	103.00
1458105667	mic1	0.00	60.00	46.00	111.00
1458105668	mic2	0.00	64.00	50.00	123.00
1458105669	mic3	0.00	51.00	36.00	108.00
1458105670	mic4	0.00	58.00	40.00	105.00
1458105671	mic5	0.00	64.00	46.00	106.00
1458105702	mic0	0.00	45.00	34.00	103.00
1458105703	mic1	0.00	60.00	46.00	110.00
1458105703	mic2	0.00	64.00	50.00	124.00
1458105704	mic3	0.00	50.00	36.00	107.00
1458105705	mic4	0.00	56.00	40.00	106.00
1458105706	mic5	0.00	64.00	46.00	107.00
1458105737	mic0	0.00	45.00	34.00	103.00
1458105738	mic1	0.00	61.00	46.00	110.00
1458105739	mic2	0.00	64.00	50.00	124.00
1458105740	mic3	0.00	51.00	36.00	108.00
1458105741	mic4	0.00	56.00	40.00	106.00
1458105742	mic5	0.00	62.00	46.00	107.00
1458105773	mic0	0.00	44.00	34.00	103.00
1458105774	mic1	0.00	59.00	46.00	109.00
1458105775	mic2	0.00	63.00	50.00	125.00
1458105776	mic3	0.00	51.00	36.00	108.00
1458105777	mic4	0.00	55.00	40.00	105.00
1458105778	mic5	0.00	64.00	46.00	107.00
1458105809	mic0	0.00	45.00	34.00	103.00
1458105810	mic1	0.00	60.00	46.00	109.00
1458105811	mic2	0.00	64.00	50.00	120.00
1458105812	mic3	0.00	50.00	36.00	108.00
1458105813	mic4	0.00	57.00	40.00	106.00
1458105813	mic5	0.00	64.00	46.00	107.00
1458105844	mic0	0.00	45.00	34.00	103.00
1458105845	mic1	0.00	60.00	46.00	109.00
1458105846	mic2	0.00	63.00	50.00	123.00
1458105847	mic3	0.00	51.00	36.00	107.00
1458105848	mic4	0.00	56.00	40.00	106.00
